room_length,room_breadth,furniture_0_x,furniture_0_y,furniture_0_orientation,furniture_0_category,furniture_1_x,furniture_1_y,furniture_1_orientation,furniture_1_category,furniture_2_x,furniture_2_y,furniture_2_orientation,furniture_2_category,furniture_3_x,furniture_3_y,furniture_3_orientation,furniture_3_category,output_furniture_0_x,output_furniture_0_y,output_furniture_0_orientation,output_furniture_0_category,output_furniture_1_x,output_furniture_1_y,output_furniture_1_orientation,output_furniture_1_category,output_furniture_2_x,output_furniture_2_y,output_furniture_2_orientation,output_furniture_2_category,output_furniture_3_x,output_furniture_3_y,output_furniture_3_orientation,output_furniture_3_category
9.53,9.42,1.39,1.85,56.63,red_brown_sofa,0.62,1.45,112.41,white_armchair,7.91,2.65,151.24,green_sofa,7.0,8.43,137.55,modern_chair,1.39,1.85,56.63,red_brown_sofa,0.62,1.45,112.41,white_armchair,7.91,2.65,151.24,green_sofa,7.0,8.43,137.55,modern_chair
5.17,9.22,2.99,6.18,255.29,leather_vintage_sofa,2.75,2.7,214.65,green_sofa,2.4,6.24,356.3,hexagonal_top_table,4.58,3.69,269.09,red_brown_sofa,2.99,6.18,255.29,leather_vintage_sofa,2.75,2.7,214.65,green_sofa,2.4,6.24,356.3,hexagonal_top_table,4.58,3.69,269.09,red_brown_sofa
6.26,7.74,4.62,4.33,265.78,wooden_beige_sofa,5.85,6.6,336.57,green_sofa,2.33,0.08,75.71,wooden_beige_sofa,1.95,3.1,266.65,coffee_table,4.62,4.33,265.78,wooden_beige_sofa,5.85,6.6,336.57,green_sofa,2.33,0.08,75.71,wooden_beige_sofa,1.95,3.1,266.65,coffee_table
9.2,4.75,4.58,4.51,215.43,leather_vintage_sofa,5.89,1.86,8.89,green_sofa,3.69,1.25,36.66,antique_desk,8.53,2.18,199.44,hexagonal_top_table,4.58,4.51,215.43,leather_vintage_sofa,5.89,1.86,8.89,green_sofa,3.69,1.25,36.66,antique_desk,8.53,2.18,199.44,hexagonal_top_table
6.42,6.29,5.56,4.27,92.12,hexagonal_top_table,3.25,0.2,186.9,wooden_beige_sofa,4.63,3.65,356.66,hexagonal_top_table,3.45,4.46,134.73,leather_vintage_sofa,5.56,4.27,92.12,hexagonal_top_table,3.25,0.2,186.9,wooden_beige_sofa,4.63,3.65,356.66,hexagonal_top_table,3.45,4.46,134.73,leather_vintage_sofa
6.4,8.37,1.66,3.04,26.18,brown_sofa,2.54,3.62,201.63,antique_desk,1.64,5.74,65.38,wooden_beige_sofa,1.2,3.02,62.36,hexagonal_top_table,1.66,3.04,26.18,brown_sofa,2.54,3.62,201.63,antique_desk,1.64,5.74,65.38,wooden_beige_sofa,1.2,3.02,62.36,hexagonal_top_table
7.74,5.02,1.48,2.4,8.44,brown_sofa,0.06,0.54,284.22,red_brown_sofa,5.02,2.89,262.46,yellow_armchair,3.33,3.31,296.57,brown_sofa,1.48,2.4,8.44,brown_sofa,0.06,0.54,284.22,red_brown_sofa,5.02,2.89,262.46,yellow_armchair,3.33,3.31,296.57,brown_sofa
4.14,6.54,3.5,5.29,96.76,red_brown_sofa,3.93,0.68,250.22,coffee_table,2.88,1.94,210.15,coffee_table,0.95,3.68,14.03,coffee_table,3.5,5.29,96.76,red_brown_sofa,3.93,0.68,250.22,coffee_table,2.88,1.94,210.15,coffee_table,0.95,3.68,14.03,coffee_table
5.68,7.49,0.36,4.22,214.05,white_armchair,0.45,5.33,42.77,modern_chair,2.85,1.87,331.26,red_brown_sofa,1.97,2.92,95.99,brown_sofa,0.36,4.22,214.05,white_armchair,0.45,5.33,42.77,modern_chair,2.85,1.87,331.26,red_brown_sofa,1.97,2.92,95.99,brown_sofa
5.63,7.66,3.97,5.65,133.67,hexagonal_top_table,2.59,4.71,155.11,wooden_beige_sofa,3.85,2.31,52.81,wooden_beige_sofa,0.92,0.05,351.35,modern_chair,3.97,5.65,133.67,hexagonal_top_table,2.59,4.71,155.11,wooden_beige_sofa,3.85,2.31,52.81,wooden_beige_sofa,0.92,0.05,351.35,modern_chair
6.82,5.25,6.03,1.15,271.8,wooden_beige_sofa,2.54,3.39,100.69,hexagonal_top_table,3.28,1.1,325.42,wooden_beige_sofa,3.09,0.24,259.3,red_brown_sofa,6.03,1.15,271.8,wooden_beige_sofa,2.54,3.39,100.69,hexagonal_top_table,3.28,1.1,325.42,wooden_beige_sofa,3.09,0.24,259.3,red_brown_sofa
8.38,9.85,7.56,5.8,0.31,wooden_beige_sofa,3.02,1.65,151.41,hexagonal_top_table,7.29,8.19,114.74,green_sofa,2.82,1.69,126.65,hexagonal_top_table,7.56,5.8,0.31,wooden_beige_sofa,3.02,1.65,151.41,hexagonal_top_table,7.29,8.19,114.74,green_sofa,2.82,1.69,126.65,hexagonal_top_table
7.71,4.48,4.5,3.18,235.58,yellow_armchair,6.08,1.29,105.85,antique_desk,3.44,2.35,53.64,brown_sofa,3.06,2.43,241.95,hexagonal_top_table,4.5,3.18,235.58,yellow_armchair,6.08,1.29,105.85,antique_desk,3.44,2.35,53.64,brown_sofa,3.06,2.43,241.95,hexagonal_top_table
9.3,6.9,8.13,5.64,355.54,yellow_armchair,1.09,4.25,314.84,leather_vintage_sofa,4.21,1.16,128.89,wooden_beige_sofa,0.07,5.95,26.34,antique_desk,8.13,5.64,355.54,yellow_armchair,1.09,4.25,314.84,leather_vintage_sofa,4.21,1.16,128.89,wooden_beige_sofa,0.07,5.95,26.34,antique_desk
8.32,9.25,1.79,0.6,101.91,brown_sofa,8.29,2.19,351.96,green_sofa,2.63,3.59,97.46,hexagonal_top_table,7.07,0.03,87.03,red_brown_sofa,1.79,0.6,101.91,brown_sofa,8.29,2.19,351.96,green_sofa,2.63,3.59,97.46,hexagonal_top_table,7.07,0.03,87.03,red_brown_sofa
7.99,9.8,7.27,6.17,298.55,hexagonal_top_table,6.97,0.25,61.58,coffee_table,0.5,7.19,271.12,red_brown_sofa,1.7,7.77,278.72,white_armchair,7.27,6.17,298.55,hexagonal_top_table,6.97,0.25,61.58,coffee_table,0.5,7.19,271.12,red_brown_sofa,1.7,7.77,278.72,white_armchair
4.55,3.35,0.71,0.46,196.2,coffee_table,3.57,2.66,291.91,white_armchair,1.36,0.09,245.75,brown_sofa,3.07,0.9,339.14,green_sofa,0.71,0.46,196.2,coffee_table,3.57,2.66,291.91,white_armchair,1.36,0.09,245.75,brown_sofa,3.07,0.9,339.14,green_sofa
7.4,9.68,0.61,8.79,189.49,yellow_armchair,2.51,6.07,33.97,hexagonal_top_table,2.96,4.46,197.96,wooden_beige_sofa,1.25,5.5,263.0,white_armchair,0.61,8.79,189.49,yellow_armchair,2.51,6.07,33.97,hexagonal_top_table,2.96,4.46,197.96,wooden_beige_sofa,1.25,5.5,263.0,white_armchair
3.99,5.05,2.93,0.54,334.5,leather_vintage_sofa,3.69,3.94,110.14,yellow_armchair,3.57,4.51,31.91,leather_vintage_sofa,0.74,2.15,64.69,green_sofa,2.93,0.54,334.5,leather_vintage_sofa,3.69,3.94,110.14,yellow_armchair,3.57,4.51,31.91,leather_vintage_sofa,0.74,2.15,64.69,green_sofa
6.9,5.8,2.01,5.63,226.38,coffee_table,2.28,4.7,202.27,coffee_table,4.75,5.26,276.95,red_brown_sofa,2.43,3.62,188.47,green_sofa,2.01,5.63,226.38,coffee_table,2.28,4.7,202.27,coffee_table,4.75,5.26,276.95,red_brown_sofa,2.43,3.62,188.47,green_sofa
7.81,4.35,4.03,2.91,82.98,yellow_armchair,0.24,3.78,226.72,leather_vintage_sofa,2.01,1.5,47.77,leather_vintage_sofa,7.58,3.25,196.63,white_armchair,4.03,2.91,82.98,yellow_armchair,0.24,3.78,226.72,leather_vintage_sofa,2.01,1.5,47.77,leather_vintage_sofa,7.58,3.25,196.63,white_armchair
8.38,5.53,7.11,2.92,242.03,hexagonal_top_table,4.61,3.45,297.23,brown_sofa,7.98,2.48,135.04,hexagonal_top_table,4.33,1.57,16.71,wooden_beige_sofa,7.11,2.92,242.03,hexagonal_top_table,4.61,3.45,297.23,brown_sofa,7.98,2.48,135.04,hexagonal_top_table,4.33,1.57,16.71,wooden_beige_sofa
4.34,3.72,1.14,2.2,334.43,leather_vintage_sofa,3.58,3.4,215.36,coffee_table,2.76,2.23,137.39,antique_desk,1.81,0.24,340.38,modern_chair,1.14,2.2,334.43,leather_vintage_sofa,3.58,3.4,215.36,coffee_table,2.76,2.23,137.39,antique_desk,1.81,0.24,340.38,modern_chair
9.9,8.7,7.05,2.35,278.62,modern_chair,2.25,6.93,99.14,wooden_beige_sofa,1.86,1.04,135.66,white_armchair,7.46,1.78,55.62,yellow_armchair,7.05,2.35,278.62,modern_chair,2.25,6.93,99.14,wooden_beige_sofa,1.86,1.04,135.66,white_armchair,7.46,1.78,55.62,yellow_armchair
3.8,7.14,2.37,3.55,156.14,modern_chair,0.15,3.81,323.43,wooden_beige_sofa,2.67,4.71,42.5,brown_sofa,0.65,2.95,276.72,yellow_armchair,2.37,3.55,156.14,modern_chair,0.15,3.81,323.43,wooden_beige_sofa,2.67,4.71,42.5,brown_sofa,0.65,2.95,276.72,yellow_armchair
7.73,9.09,6.71,7.06,338.72,red_brown_sofa,5.21,3.54,69.26,modern_chair,6.42,6.69,62.26,hexagonal_top_table,3.41,1.81,203.44,yellow_armchair,6.71,7.06,338.72,red_brown_sofa,5.21,3.54,69.26,modern_chair,6.42,6.69,62.26,hexagonal_top_table,3.41,1.81,203.44,yellow_armchair
9.25,3.51,7.95,1.16,290.55,modern_chair,4.24,3.19,11.84,wooden_beige_sofa,2.38,0.43,278.99,hexagonal_top_table,3.18,1.9,106.77,leather_vintage_sofa,7.95,1.16,290.55,modern_chair,4.24,3.19,11.84,wooden_beige_sofa,2.38,0.43,278.99,hexagonal_top_table,3.18,1.9,106.77,leather_vintage_sofa
8.32,7.45,0.42,1.78,81.15,coffee_table,2.45,0.63,110.03,green_sofa,8.24,7.33,353.63,white_armchair,6.81,3.93,119.79,wooden_beige_sofa,0.42,1.78,81.15,coffee_table,2.45,0.63,110.03,green_sofa,8.24,7.33,353.63,white_armchair,6.81,3.93,119.79,wooden_beige_sofa
9.79,8.78,4.25,3.04,126.45,coffee_table,3.6,2.43,30.8,green_sofa,2.27,2.02,73.89,red_brown_sofa,1.98,3.28,9.68,red_brown_sofa,4.25,3.04,126.45,coffee_table,3.6,2.43,30.8,green_sofa,2.27,2.02,73.89,red_brown_sofa,1.98,3.28,9.68,red_brown_sofa
4.63,3.17,1.66,2.58,89.3,brown_sofa,0.28,2.67,40.35,coffee_table,4.49,1.02,356.33,green_sofa,1.66,3.11,13.61,brown_sofa,1.66,2.58,89.3,brown_sofa,0.28,2.67,40.35,coffee_table,4.49,1.02,356.33,green_sofa,1.66,3.11,13.61,brown_sofa
9.19,4.19,2.35,3.97,104.62,hexagonal_top_table,2.16,1.25,195.29,brown_sofa,7.39,0.98,333.38,white_armchair,8.16,3.31,271.69,white_armchair,2.35,3.97,104.62,hexagonal_top_table,2.16,1.25,195.29,brown_sofa,7.39,0.98,333.38,white_armchair,8.16,3.31,271.69,white_armchair
6.69,8.95,5.18,8.82,157.42,brown_sofa,0.4,3.61,311.9,green_sofa,2.88,5.5,261.34,yellow_armchair,1.4,0.09,60.17,brown_sofa,5.18,8.82,157.42,brown_sofa,0.4,3.61,311.9,green_sofa,2.88,5.5,261.34,yellow_armchair,1.4,0.09,60.17,brown_sofa
7.42,5.62,3.31,1.24,283.82,hexagonal_top_table,5.64,0.37,0.62,coffee_table,5.69,4.24,350.73,modern_chair,1.0,5.35,346.65,antique_desk,3.31,1.24,283.82,hexagonal_top_table,5.64,0.37,0.62,coffee_table,5.69,4.24,350.73,modern_chair,1.0,5.35,346.65,antique_desk
4.59,4.12,0.78,0.33,122.76,green_sofa,3.22,3.74,158.24,leather_vintage_sofa,1.09,3.18,65.57,green_sofa,0.47,0.37,174.06,coffee_table,0.78,0.33,122.76,green_sofa,3.22,3.74,158.24,leather_vintage_sofa,1.09,3.18,65.57,green_sofa,0.47,0.37,174.06,coffee_table
7.19,3.81,5.85,1.38,250.16,brown_sofa,4.68,1.79,47.31,green_sofa,1.62,2.17,265.49,hexagonal_top_table,0.14,1.99,306.16,brown_sofa,5.85,1.38,250.16,brown_sofa,4.68,1.79,47.31,green_sofa,1.62,2.17,265.49,hexagonal_top_table,0.14,1.99,306.16,brown_sofa
7.3,8.28,1.03,0.02,175.96,white_armchair,2.17,1.07,114.94,red_brown_sofa,2.35,5.21,16.5,yellow_armchair,4.08,4.63,153.45,white_armchair,1.03,0.02,175.96,white_armchair,2.17,1.07,114.94,red_brown_sofa,2.35,5.21,16.5,yellow_armchair,4.08,4.63,153.45,white_armchair
8.08,6.75,7.66,6.14,224.14,red_brown_sofa,1.69,3.45,128.65,hexagonal_top_table,0.52,4.39,145.44,leather_vintage_sofa,4.31,2.31,214.98,green_sofa,7.66,6.14,224.14,red_brown_sofa,1.69,3.45,128.65,hexagonal_top_table,0.52,4.39,145.44,leather_vintage_sofa,4.31,2.31,214.98,green_sofa
6.27,7.7,5.58,3.81,107.39,white_armchair,4.72,6.71,179.57,wooden_beige_sofa,2.38,5.13,46.59,hexagonal_top_table,5.73,1.14,351.75,yellow_armchair,5.58,3.81,107.39,white_armchair,4.72,6.71,179.57,wooden_beige_sofa,2.38,5.13,46.59,hexagonal_top_table,5.73,1.14,351.75,yellow_armchair
9.4,8.37,0.4,1.97,78.68,red_brown_sofa,5.66,0.81,150.2,coffee_table,1.14,5.55,228.41,red_brown_sofa,4.68,4.99,69.53,red_brown_sofa,0.4,1.97,78.68,red_brown_sofa,5.66,0.81,150.2,coffee_table,1.14,5.55,228.41,red_brown_sofa,4.68,4.99,69.53,red_brown_sofa
8.47,9.07,5.45,7.28,11.77,brown_sofa,1.29,1.4,74.95,leather_vintage_sofa,6.16,8.91,230.14,wooden_beige_sofa,2.31,2.61,58.7,brown_sofa,5.45,7.28,11.77,brown_sofa,1.29,1.4,74.95,leather_vintage_sofa,6.16,8.91,230.14,wooden_beige_sofa,2.31,2.61,58.7,brown_sofa
3.76,3.17,2.51,1.75,68.61,antique_desk,0.95,2.05,181.43,brown_sofa,3.19,2.57,63.47,hexagonal_top_table,1.52,1.4,142.69,red_brown_sofa,2.51,1.75,68.61,antique_desk,0.95,2.05,181.43,brown_sofa,3.19,2.57,63.47,hexagonal_top_table,1.52,1.4,142.69,red_brown_sofa
7.7,9.6,1.16,3.76,126.38,coffee_table,7.24,2.82,204.22,brown_sofa,1.03,3.31,57.82,antique_desk,2.37,4.4,151.18,modern_chair,1.16,3.76,126.38,coffee_table,7.24,2.82,204.22,brown_sofa,1.03,3.31,57.82,antique_desk,2.37,4.4,151.18,modern_chair
7.04,9.16,1.39,7.6,81.1,hexagonal_top_table,0.34,5.79,58.37,antique_desk,0.64,6.98,268.26,brown_sofa,5.86,5.07,281.4,hexagonal_top_table,1.39,7.6,81.1,hexagonal_top_table,0.34,5.79,58.37,antique_desk,0.64,6.98,268.26,brown_sofa,5.86,5.07,281.4,hexagonal_top_table
6.61,9.67,0.98,8.45,245.92,wooden_beige_sofa,3.65,2.91,39.25,hexagonal_top_table,0.77,3.39,259.99,yellow_armchair,2.84,2.69,231.45,antique_desk,0.98,8.45,245.92,wooden_beige_sofa,3.65,2.91,39.25,hexagonal_top_table,0.77,3.39,259.99,yellow_armchair,2.84,2.69,231.45,antique_desk
8.06,6.16,6.81,0.51,338.19,wooden_beige_sofa,5.75,2.4,306.62,green_sofa,7.33,0.95,13.85,hexagonal_top_table,2.81,0.11,45.06,yellow_armchair,6.81,0.51,338.19,wooden_beige_sofa,5.75,2.4,306.62,green_sofa,7.33,0.95,13.85,hexagonal_top_table,2.81,0.11,45.06,yellow_armchair
3.73,5.89,0.11,3.65,168.73,green_sofa,3.16,1.39,287.6,antique_desk,0.83,1.18,325.97,white_armchair,0.85,3.25,92.76,green_sofa,0.11,3.65,168.73,green_sofa,3.16,1.39,287.6,antique_desk,0.83,1.18,325.97,white_armchair,0.85,3.25,92.76,green_sofa
7.92,6.09,2.56,4.05,293.28,green_sofa,6.82,5.51,196.4,white_armchair,7.23,1.45,70.75,wooden_beige_sofa,2.66,2.88,248.09,leather_vintage_sofa,2.56,4.05,293.28,green_sofa,6.82,5.51,196.4,white_armchair,7.23,1.45,70.75,wooden_beige_sofa,2.66,2.88,248.09,leather_vintage_sofa
5.18,4.76,0.96,0.93,270.95,yellow_armchair,0.52,3.39,56.18,modern_chair,2.69,0.32,348.22,hexagonal_top_table,2.92,2.93,71.68,modern_chair,0.96,0.93,270.95,yellow_armchair,0.52,3.39,56.18,modern_chair,2.69,0.32,348.22,hexagonal_top_table,2.92,2.93,71.68,modern_chair
3.93,4.92,0.99,3.68,354.11,modern_chair,1.43,3.89,53.98,leather_vintage_sofa,3.79,3.32,135.3,leather_vintage_sofa,0.69,1.17,179.72,coffee_table,0.99,3.68,354.11,modern_chair,1.43,3.89,53.98,leather_vintage_sofa,3.79,3.32,135.3,leather_vintage_sofa,0.69,1.17,179.72,coffee_table
9.47,3.95,3.2,3.14,13.07,red_brown_sofa,4.2,0.05,174.32,modern_chair,2.11,3.57,140.67,white_armchair,5.34,1.92,319.7,red_brown_sofa,3.2,3.14,13.07,red_brown_sofa,4.2,0.05,174.32,modern_chair,2.11,3.57,140.67,white_armchair,5.34,1.92,319.7,red_brown_sofa
9.37,8.36,7.47,6.25,351.14,coffee_table,0.98,2.0,84.07,wooden_beige_sofa,1.0,0.47,210.54,modern_chair,5.74,6.17,149.32,red_brown_sofa,7.47,6.25,351.14,coffee_table,0.98,2.0,84.07,wooden_beige_sofa,1.0,0.47,210.54,modern_chair,5.74,6.17,149.32,red_brown_sofa
7.78,8.09,4.26,2.57,240.02,modern_chair,6.17,7.17,297.15,brown_sofa,0.6,6.01,213.43,red_brown_sofa,2.89,7.02,330.53,red_brown_sofa,4.26,2.57,240.02,modern_chair,6.17,7.17,297.15,brown_sofa,0.6,6.01,213.43,red_brown_sofa,2.89,7.02,330.53,red_brown_sofa
8.19,7.98,4.98,1.49,65.02,antique_desk,0.14,4.2,297.55,coffee_table,3.18,3.28,206.43,brown_sofa,4.25,5.56,117.88,leather_vintage_sofa,4.98,1.49,65.02,antique_desk,0.14,4.2,297.55,coffee_table,3.18,3.28,206.43,brown_sofa,4.25,5.56,117.88,leather_vintage_sofa
9.97,6.72,1.94,4.88,321.06,coffee_table,0.52,4.66,314.51,antique_desk,5.66,3.89,192.97,hexagonal_top_table,8.31,2.98,244.02,yellow_armchair,1.94,4.88,321.06,coffee_table,0.52,4.66,314.51,antique_desk,5.66,3.89,192.97,hexagonal_top_table,8.31,2.98,244.02,yellow_armchair
9.4,7.51,8.18,4.86,140.95,antique_desk,3.54,7.41,237.86,brown_sofa,3.83,3.67,110.65,white_armchair,5.93,6.34,190.62,modern_chair,8.18,4.86,140.95,antique_desk,3.54,7.41,237.86,brown_sofa,3.83,3.67,110.65,white_armchair,5.93,6.34,190.62,modern_chair
4.33,9.64,2.53,0.19,98.03,wooden_beige_sofa,1.92,9.49,325.12,red_brown_sofa,1.4,0.19,178.31,antique_desk,3.49,6.46,284.57,white_armchair,2.53,0.19,98.03,wooden_beige_sofa,1.92,9.49,325.12,red_brown_sofa,1.4,0.19,178.31,antique_desk,3.49,6.46,284.57,white_armchair
9.62,8.35,3.12,6.99,179.8,brown_sofa,7.08,3.68,101.73,coffee_table,0.8,1.17,356.82,leather_vintage_sofa,0.6,8.01,117.6,red_brown_sofa,3.12,6.99,179.8,brown_sofa,7.08,3.68,101.73,coffee_table,0.8,1.17,356.82,leather_vintage_sofa,0.6,8.01,117.6,red_brown_sofa
6.83,3.76,3.93,2.65,242.87,hexagonal_top_table,6.47,3.57,212.84,leather_vintage_sofa,5.03,0.74,13.72,red_brown_sofa,0.93,0.26,47.53,hexagonal_top_table,3.93,2.65,242.87,hexagonal_top_table,6.47,3.57,212.84,leather_vintage_sofa,5.03,0.74,13.72,red_brown_sofa,0.93,0.26,47.53,hexagonal_top_table
7.05,6.97,6.58,1.72,202.15,red_brown_sofa,0.18,4.5,45.43,wooden_beige_sofa,4.73,2.73,32.32,wooden_beige_sofa,6.39,0.61,319.43,white_armchair,6.58,1.72,202.15,red_brown_sofa,0.18,4.5,45.43,wooden_beige_sofa,4.73,2.73,32.32,wooden_beige_sofa,6.39,0.61,319.43,white_armchair
3.08,5.76,0.76,0.2,32.74,red_brown_sofa,1.22,2.98,152.42,wooden_beige_sofa,1.14,3.51,241.46,wooden_beige_sofa,0.55,3.39,274.5,yellow_armchair,0.76,0.2,32.74,red_brown_sofa,1.22,2.98,152.42,wooden_beige_sofa,1.14,3.51,241.46,wooden_beige_sofa,0.55,3.39,274.5,yellow_armchair
6.66,3.77,4.21,2.22,320.72,green_sofa,0.96,0.95,113.69,leather_vintage_sofa,0.11,3.12,55.31,leather_vintage_sofa,4.33,1.67,176.7,antique_desk,4.21,2.22,320.72,green_sofa,0.96,0.95,113.69,leather_vintage_sofa,0.11,3.12,55.31,leather_vintage_sofa,4.33,1.67,176.7,antique_desk
5.21,4.32,3.99,3.08,91.03,wooden_beige_sofa,2.11,3.06,282.01,antique_desk,3.81,3.47,247.73,green_sofa,2.5,4.08,150.31,brown_sofa,3.99,3.08,91.03,wooden_beige_sofa,2.11,3.06,282.01,antique_desk,3.81,3.47,247.73,green_sofa,2.5,4.08,150.31,brown_sofa
3.73,6.13,3.36,1.22,52.96,brown_sofa,1.41,3.19,276.49,yellow_armchair,0.95,2.9,357.62,coffee_table,3.65,4.8,0.08,green_sofa,3.36,1.22,52.96,brown_sofa,1.41,3.19,276.49,yellow_armchair,0.95,2.9,357.62,coffee_table,3.65,4.8,0.08,green_sofa
4.62,8.74,2.82,6.02,287.74,leather_vintage_sofa,2.18,4.1,287.55,white_armchair,3.49,4.22,320.53,red_brown_sofa,2.05,6.6,201.79,green_sofa,2.82,6.02,287.74,leather_vintage_sofa,2.18,4.1,287.55,white_armchair,3.49,4.22,320.53,red_brown_sofa,2.05,6.6,201.79,green_sofa
9.31,5.37,6.47,0.37,102.7,brown_sofa,0.31,2.67,107.84,modern_chair,8.68,1.45,61.56,hexagonal_top_table,2.01,0.57,214.89,green_sofa,6.47,0.37,102.7,brown_sofa,0.31,2.67,107.84,modern_chair,8.68,1.45,61.56,hexagonal_top_table,2.01,0.57,214.89,green_sofa
5.71,5.3,1.32,2.45,251.34,brown_sofa,2.63,3.55,2.49,hexagonal_top_table,3.8,1.56,59.32,yellow_armchair,4.03,0.59,141.04,yellow_armchair,1.32,2.45,251.34,brown_sofa,2.63,3.55,2.49,hexagonal_top_table,3.8,1.56,59.32,yellow_armchair,4.03,0.59,141.04,yellow_armchair
5.57,5.47,4.51,0.19,21.93,hexagonal_top_table,0.28,2.75,291.49,white_armchair,1.49,3.13,216.32,wooden_beige_sofa,0.75,0.39,83.11,leather_vintage_sofa,4.51,0.19,21.93,hexagonal_top_table,0.28,2.75,291.49,white_armchair,1.49,3.13,216.32,wooden_beige_sofa,0.75,0.39,83.11,leather_vintage_sofa
7.54,3.57,1.34,2.18,65.74,antique_desk,1.77,3.24,29.58,hexagonal_top_table,3.23,0.62,84.78,yellow_armchair,3.89,1.54,50.62,green_sofa,1.34,2.18,65.74,antique_desk,1.77,3.24,29.58,hexagonal_top_table,3.23,0.62,84.78,yellow_armchair,3.89,1.54,50.62,green_sofa
8.0,9.3,0.49,9.28,228.46,red_brown_sofa,2.62,7.86,302.8,leather_vintage_sofa,6.33,6.62,72.29,brown_sofa,2.41,4.46,80.43,antique_desk,0.49,9.28,228.46,red_brown_sofa,2.62,7.86,302.8,leather_vintage_sofa,6.33,6.62,72.29,brown_sofa,2.41,4.46,80.43,antique_desk
5.27,4.66,0.4,4.18,66.13,green_sofa,4.71,4.32,69.3,red_brown_sofa,0.04,0.31,279.94,white_armchair,2.41,1.98,223.66,hexagonal_top_table,0.4,4.18,66.13,green_sofa,4.71,4.32,69.3,red_brown_sofa,0.04,0.31,279.94,white_armchair,2.41,1.98,223.66,hexagonal_top_table
4.12,7.65,1.77,7.4,295.4,coffee_table,3.72,2.4,43.91,brown_sofa,2.21,0.85,351.42,brown_sofa,1.32,2.61,306.2,wooden_beige_sofa,1.77,7.4,295.4,coffee_table,3.72,2.4,43.91,brown_sofa,2.21,0.85,351.42,brown_sofa,1.32,2.61,306.2,wooden_beige_sofa
4.76,8.12,1.52,2.16,34.17,brown_sofa,4.31,7.08,258.45,red_brown_sofa,0.03,2.68,114.71,coffee_table,3.89,5.63,348.22,hexagonal_top_table,1.52,2.16,34.17,brown_sofa,4.31,7.08,258.45,red_brown_sofa,0.03,2.68,114.71,coffee_table,3.89,5.63,348.22,hexagonal_top_table
4.77,6.55,1.16,3.12,346.3,red_brown_sofa,0.55,0.43,37.6,yellow_armchair,4.01,4.75,94.45,white_armchair,4.48,1.43,245.92,wooden_beige_sofa,1.16,3.12,346.3,red_brown_sofa,0.55,0.43,37.6,yellow_armchair,4.01,4.75,94.45,white_armchair,4.48,1.43,245.92,wooden_beige_sofa
4.75,6.38,2.39,4.63,140.93,antique_desk,3.39,4.51,113.85,red_brown_sofa,3.37,4.88,90.95,wooden_beige_sofa,0.49,4.2,126.76,antique_desk,2.39,4.63,140.93,antique_desk,3.39,4.51,113.85,red_brown_sofa,3.37,4.88,90.95,wooden_beige_sofa,0.49,4.2,126.76,antique_desk
4.86,7.96,4.62,0.65,111.99,modern_chair,3.71,2.0,338.92,leather_vintage_sofa,0.48,3.33,83.1,green_sofa,1.38,2.51,243.86,brown_sofa,4.62,0.65,111.99,modern_chair,3.71,2.0,338.92,leather_vintage_sofa,0.48,3.33,83.1,green_sofa,1.38,2.51,243.86,brown_sofa
4.07,4.54,1.74,0.11,72.88,coffee_table,1.37,2.69,241.93,brown_sofa,0.32,3.24,296.39,wooden_beige_sofa,2.59,3.69,348.69,wooden_beige_sofa,1.74,0.11,72.88,coffee_table,1.37,2.69,241.93,brown_sofa,0.32,3.24,296.39,wooden_beige_sofa,2.59,3.69,348.69,wooden_beige_sofa
8.54,8.57,6.62,2.3,140.17,brown_sofa,0.52,4.26,240.44,modern_chair,0.14,1.23,75.96,coffee_table,0.43,2.06,54.19,red_brown_sofa,6.62,2.3,140.17,brown_sofa,0.52,4.26,240.44,modern_chair,0.14,1.23,75.96,coffee_table,0.43,2.06,54.19,red_brown_sofa
4.08,7.65,0.64,4.04,162.95,wooden_beige_sofa,1.65,1.12,107.95,hexagonal_top_table,0.57,4.96,129.34,leather_vintage_sofa,2.99,2.4,129.85,red_brown_sofa,0.64,4.04,162.95,wooden_beige_sofa,1.65,1.12,107.95,hexagonal_top_table,0.57,4.96,129.34,leather_vintage_sofa,2.99,2.4,129.85,red_brown_sofa
5.83,4.73,5.53,1.48,233.67,wooden_beige_sofa,4.15,0.0,219.61,red_brown_sofa,2.54,3.35,2.0,coffee_table,0.53,0.17,151.52,hexagonal_top_table,5.53,1.48,233.67,wooden_beige_sofa,4.15,0.0,219.61,red_brown_sofa,2.54,3.35,2.0,coffee_table,0.53,0.17,151.52,hexagonal_top_table
4.32,6.15,1.4,5.27,329.36,wooden_beige_sofa,2.39,2.34,160.71,modern_chair,4.27,4.03,91.35,leather_vintage_sofa,4.19,2.43,108.6,yellow_armchair,1.4,5.27,329.36,wooden_beige_sofa,2.39,2.34,160.71,modern_chair,4.27,4.03,91.35,leather_vintage_sofa,4.19,2.43,108.6,yellow_armchair
6.46,5.65,4.29,0.35,345.73,white_armchair,4.78,4.51,97.44,modern_chair,4.96,2.7,0.37,yellow_armchair,3.6,0.95,18.21,brown_sofa,4.29,0.35,345.73,white_armchair,4.78,4.51,97.44,modern_chair,4.96,2.7,0.37,yellow_armchair,3.6,0.95,18.21,brown_sofa
